text,sentiment
"Things I liked included the parking outside the door and the small, private pools scattered throughout the complex.  I didn't care for the resort fee as it was higher than anything we've paid at any other resort and the amenities just didn't seem worth it.  The rooms were clean, but dated.  Plenty of towels, which I always like.  Bathroom was small, but vanity was fairly large but outside of bathroom which is either a good or bad thing depending on what's important to you.  Waterpark area was okay.  I liked the lazy river, didn't use the slides, and the wave pool really isn't a wave pool.  Periodically, the water starts with what seems like a side-to-side motion and one rocks a bit but there were never any \""waves\"" to propel one forward and have a real sense of movement. \n\nThe real kicker for me was when we checked out a day early on a pre-paid, non-refundable reservation.  Our daughter was sick and we just felt it would be better to go home.  I didn't expect any refund or credit for the unused night,  but what was rather shocking was the fact that the counter person wanted to charge us an early departure fee.  I would understand that fee if I hadn't already paid for the night, but why would I pay for the room and a fee to vacate a room that I've paid for?  Seemed VERY strange, but ultimately I didn't have to pay it.   We ended up paying about $760 for the 2 nights (could have stayed for the 3rd) and just didn't really think it was worth it and will probably stick with some of the other resorts that we've liked better.",negative
"So very slow; while she was nice and did a great job \""making\"" my iced tea it took FOREVER before it was our turn to order drinks. Only 1 person taking orders and making drinks when there was a line about 8 people long is poor on the part of the owner/manager of this little Starbucks inside the New York New York. The lady was friendly and gave great service though!",negative
"This is probably a 3.5 star review, but I can't go up to 4.  We stayed at MGM during the first weekend of the NCAA tournament, so it was way crowded.  This is to be expected.  However, what was not expected was MGM doing work on the 24 hour coffee shop, which is typically the best (and at least most reliable) place to get breakfast in a casino.  It was poor planning to have this construction going on during one of the busiest Vegas weekends.  So, that was annoying.\n\nThe rooms are solid but not spectacular.  One thing that's nice about MGM Grand is there is a broad spectrum of things to eat, from a food court to Joel Robuchon.  Craftsteak is always a winner in my experience.  You have a good amount of dining options here.\n\nI've been to several concerts at the Grand Garden Arena.  They do a great job of getting you in and out quickly.  \n\nFront desk staff is very courteous, as is the MLife staff.  Dealers as well.  Very solid hotel all around.",negative
"My wife and I stumbled onto this restaurant.  We were greeted by a woman who quickly seated us. We waited about 15 minutes before our server attended to us. My wife had a water and I had a 24oz Samuel Adams Boston Lager Her water came quick but my beer took about another 10 minutes. This was odd because restaurant was less than half full. Soon after my beer came, our server returned.  I ordered the No Bone Rib burger and she got A Burger with a side of fries. 30 minutes later they finally brought our food. Her food was cold and my No Bone rib burger had cold crispy onions. They brought us the waffle fries rather than regular. we sent it back and canceled the fries because we both were almost through with our food. I will say don't come here. all you get is slow service and cold food. Would not recommend.",negative
"Korean fried chicken here is so good! Also very family friendly. Recommended, for sure!",positive
"Underwhelmed by my daytime visit for food- the location is lit like a nightclub 24/7, even at 11AM on a Sunday when all I wanted was to satisfy a killer wing craving. \n\nStaff was polite, wait time for a to-go order was reasonable. Had time to sit and look around, liked the lighting effects and modern d\u00e9cor/seating, but found it odd that they don't have more lights on during the day or anything to make it a little more restaurant-like for non-nightclub hours. Free wifi, lots of regulars on laptops.\n\nFood itself was mediocre: 12 piece spicy garlic wings had no spice or garlic, for 12 wings we were given 2 tiny cups of ranch- stingy.  Beef shish kabob meat was dry and wrap had no sauce, side of Caesar salad was bagged at an angle so the dressing dripped out of the box and all over the bag.\n\nEDIT: Subtracted an additional star after a traffic incident with an employee in a company truck covered in HML contact info and logos. He was speeding, tailgating, and nearly sideswiped my car in 5 o'clock traffic about a block away from the lounge. Dangerous on it's own, unprofessional when representing your company. I would have given them another chance before, now I won't be.",negative
We just stayed here and not to happy with this hotel.  Went to the Pool and it was freezing during Sept and everything is over priced. Customer service workers do not care about their guest. Ordered a tuna sandwich and they gave us wrong order we were charged $17.  No drink or side included told we could order something else so played safe ordered a hamburger and there is a difference in pay. I told them and she said she would have to get manager over a hamburger we felt like we were not  treated as a guest but that we were bothering them. During lunch:eating the worker told us to go the cashier and that Mgr wanted to speak to usthat he would give us $2.00. Unbelievable service !. After a day of spending money on drinks and a expensive bag of chips. Manager was very rude& didn't care & I told him.  Gambling at their tables and machines and never winning once between the both of us.  Very strange hmmm.. We r not ur penny gambling people Say no to the Rio...Anyways next day we went to older part of Vegas and gambled and won nice people than our own hotel we made the best out of ur trip by just sleeping there and going to other casinos we wont be coming back to the Rio they do not care about their guest. 9/12 to 9/14 was our stay...unwelcoming stay....they want every penny and don't care if u return or not ....!,negative
Nice to see a Tropical Smoothie in this area! But heck...no customer service at all in this place and it takes sooooo long to get your order! Seriously 15-20min for a smoothie?! Really??,negative
Probably one of the worst Indian  food I have ever had in USA. Went there for Sunday buffet and the food was terrible. Serving is bad and avoid this restaurant.,negative
"Like others, came here out of curiosity.  But I'm not really a pawn shop type of chick.  Though I did see a pretty amazing 5 carat cushion cut diamond in the front case!  They have an amazing Chumley t-shirt selection in the back LOL.\n\nFunny thing about this street, there are wedding chapels, pawn shops, and strip joints all next to each other.  In El Hub's words, you could pretty much buy a ring at a pawn shop, propose to your lady, celebrate your bachelor party at the strip joint, AND THEN get hitched all in one car ride!",negative
"Looks very promising, but as someone in the biz, I would never review a restaurant util 90 days old. Good luck guys. Love the huge round ice cube in my Negroni.",positive
"-5 stars. The club is not that great, different mix of crowds, a house music side and hip hop side. The music sucked. Same with bottle service, it was not good bottle service.",negative
"Getting into an accident is always a pain in the butt. Whether it's your fault or theirs, it's annoying. Fortunately, Keffer Collision makes a crummy situation totally tolerable. I've (unfortunately) gotten into 2 accidents in the last year and have taken my car to Keffer both times. The service is outstanding. They can usually get your car in in just a day or two and don't make you leave it there while they order parts. Once you bring you car in for the actual repairs, they keep you updated as things progress and give you a realistic expectation for when the repairs will be complete. Both times, my car has actually been fixed SOONER than originally agreed upon! They will also set you up with a rental if you need one at an extremely discounted price (or free!). The repairs themselves make your car look brand new; they really do a great job. Both times, Scott (I believe he's the service manager), has called a week or so after to follow up and make sure everything is the way I expected it to be. Amazing service all around! I cannot say enough great things about Keffer Collision and highly recommend them to anyone who has the unfortunate luck of being in an accident.",positive
I love it here and I frequent this place almost daily.  The only negative I can think of is the parking layout and layout of the roads.  Someone was on drugs when they designed this place.,positive
Average Mexican food here. Prices run  between $15 - 20  for most plates.  Don't bother with the Margaritas.  They are made in a freezer( machine and have very little tequila in them.  No hurry to go back.,negative
"I don't find TGI Fridays great anyways, but the one at gold coast isn't amazing in comparison to the others, frequently on all shifts , I noticed the employees are forgetful and unenthusiastic.  I suggest grabbin a bite nearby at Chinatown or Rio.",negative
"Love the number of gluten free selections, but not much else.  The two stars are solely for that.  We ordered take out, and the pasta and app choices left a lot to be desired.  Pizza was good, but not for the price. The whole meal was expensive and most ended up in the trash.  We won't be back.  There are better gluten free options out there, and for the money we can choose from most all of them.",negative
"I just love the \""summer\"" rolls here... I really LOVE them! healthy, vegetarian, deliciousness! Stuffed full of fresh veggies, wrapped in a (here's the key) non-soggy rice paper and served with a tasty/tangy chili dipping sauce. YUM! I am sure there are other good things on the menu as well... but I only seem to be capable of ordering these babies ;)",positive
My friend brought me here and I couldn't be happier.  The prices seem a little expensive at first but for the portion sizes and all the sides it is well worth it.  \nWe shared the Dolsot Bibimbap and the Korean BBQ beef lettuce wraps.  What a wonderful mean and we were both stuffed by the end.  Highly recommend.,positive
"Great place to sit out on the patio and enjoy a great, flavorful lunch.  I enjoyed the chicken club for lunch yesterday and wasn't disappointed...so very good and the fries were addicting as well!  Good service, great patio and great food!",positive
"2014- this visit was very disappointing. Last time here Stephanie the hostess was fantastic. This time we walk in at 10:10, we had 9:30 reservations but were doing good in the casino and didn't want to leave. The hostess tells us you have to hurry and sit down the kitchen closes at 10:15 and we're like WHAT?  This is Vegas how can u close a kitchen at 10:15. \n\nSo we were like should we leave and the hostess was like no it's ok as long as you order by 10:15 you're ok. Well we sat down and we were like stressed out that we had to rush, that our food would be cooked by the dishwasher cause the chef got off work at 10:15. Or the food would be all rushed out at once. It was very unsettling to start the meal off this way..\n\nOur servers were great they calmed us down and made us feel a lot more comfortable. BUT the damage was done. \n\nNow for the food. The FoiGras was fantastic as usual, the bread and sea salted butter was fantastic. However the steaks came up way short. This is by no means a cheap meal! And the quality of the meat should be at the highest level and it is NOT. I ordered bone in ribeye and while it was cooked to perfection it was very chewy. So I sent it back and got the NY Strip and it was better but very pedestrian. It was definitely not a wow. My buddy ordered the filet and it was ok and nothing more.\n\nTo me the steak is not premium grade its more like a select choice and for the price it should be select premium. This is supermarket quality meat and not gourmet supermarket either!\n\nI've decided to find a new steakhouse.  Will try Craft and Carnivore and see which will replace SW as my Vegas steakhouse. \nSW I bid you a sad Adou \n\n\n\n\n\n\n2012 What a great dinning experience from the very lovely hostess Stephanie to the final desert course. We sat outside watched the show and had some great food with great friendly service. Met a very nice couple from NY that we had a great Dow port together after dinner. \n\nHighly recommend you dine here if you're going out for an expensive dinner. Foi Gras was great, all our steaks were cooked to perfection and tender. Unlike aureole where you would end up spending the same amount of money for dog food.\n\nI also recommend Strip Steak, the Kobe Steak is to die for.",negative
"A reasonable place for decent food at a cheap price. Something about the ambiance of the place puts me off though. This place is more of a quick lunch place so it shouldnt really matter how nice the place is or not - but the dreary atmosphere discourages me to go here. The person running the place is somewhat cold and rude, thats something I rather avoid.",negative
"I hold a high standard to Cirque du Soleil shows, as I've seen and been impressed by a number of them over the years. \n\nDisclaimer: Don't get me wrong with my three stars, this show was still great. If you haven't seen a  Cirque du Soleil show, ignore my comments/rating. I went with the bf who had never been and he was highly impressed. This coming from a guy who has clearly stated he's not a show guy (after falling asleep at a broadway show in the real NYC). \n\nWith that said, if you have seen one of the Cirque productions before, you might want to skip this one. The production was still good, but the overall quality of the show seemed to be taken down a notch due to a focus on the sensuality/sexuality. In the end, boobs are boobs. If you keep that in mind it wasn't overly raunchy considering the other things that you can see in Vegas.",negative
"Maybe it was just Cinco de Mayo, but I got here just before the lunch rush really got going to order a simple carne asada burrito (regular size) and I waited 45!! minutes for my bag. The kitchen reported they were really backed about 20 minutes into, because they had so many online orders. I had to complain to the owner himself to finally get my food (strange that it magically appeared once he asked what was going on...)\n**Note to Mr. Bortin** Get rid of the online orders until you figure out your kitchen paces during the lunch rush. It's not fair to people who actually get off there butts to go and place an order at the restaurant by attending to the online orders. \nThere were at least 15 disgruntled customers complaining about the back up.\nThe carne asada burrito - you can get better in LA for about $3.50. It's grand larceny to charge $5.75 for that appetizer size morcel. In fact all your plates sized are poor in value. The ceviche probably is the biggest joke of all.\nAt least they are smiling their way to the bank. Congratulations to the owners on duping the gueros out there who think because the owner's wife is from Mexico and the that the place isn't in a 'shady' part of town they are getting an equally comfortable and authentic Mexican taco shop experience. I guess that means paying \""guero\"" prices too. How many Mexicans do you see queuing up for food in this place? Ninguno!  Think about it people, the value proposition is very low for a taco stand. Don't get caught up in the hype.",negative
Need to work on customer service at the front desk.,positive
"Although it's on Scottsdale Rd I must admit it'd be easily overlooked given it's located in the center of a strip mall.  The dining area is small but bright.  Upon entering at lunchtime I found a full house but was welcomed with a smile.  Thankfully there was a small table in the rear that was perfect for me since I was dining alone.\n\nPer their website, Fresh Mint puts a Vietnamese twist on regular vegetarian dishes.  All of their dishes are 100% vegetarian and made only when ordered to guarantee freshness. \n\nAlthough I could order off of the regular menu I was grateful for the lunch menu that offered several of their main dishes for a lunch time price, which also helped me narrow down my entree of choice. One drawback I found is that the regular dinner prices of entrees cost up to  $14, which is more expensive than I'd like to pay for the location and ambiance of Fresh Mint.  This is not necessarily something that would keep me from eating here but I would definitely keep in mind. Maybe I'll just stick to lunch.\n\nUltimately I chose the Kung Pao Soy Chicken that contains spicy classic Kung Pao sauce with garlic, white and green onions, soy chicken, zucchini, bell pepper, carrots and peanuts\n\nI patiently waited for my food while I enjoyed watching the hustle and bustle of the lunchtime crowd.  In addition, my seat was located right next to the bar where the rolls and salads were being prepared.  Soon my lunch arrived.\nI've found that I prefer my tofu pretty well done and not squishy inside, so I'm always hesitant to try new dishes...but my tofu was done perfectly!  With that being said, I'm sure you're not surprised that I ate every morsel of food on my plate.",positive
"I wanted Cork to be amazing but it was just alright.\n\nThere used to be a restaurant my wife and I would go to in Las Vegas that was our favorite restaurant in the world.  It was far off The Strip in a little strip mall, they served great food, and had perfect service.  Cork's menu and photos were as close as I have found to that restaurant in Vegas.\n\nI don't have any real complaints about Cork, the food was good and the service was good, it just didn't blow me away like I had hoped it would - which is strange to me because I had Gazelle for dinner that night and I love restaurants that have interesting ingredients on the menu!  Maybe I'm being too hard on Cork - maybe it wasn't my restaurant from Las Vegas like I had hoped and I had unrealistic expectations.\n\nSo, keeping the first part in mind, let's start over.\n\nMy wife and I had been excited to visit Cork ever since we moved back to Arizona in 2012.  The menu looked amazing and (unfortunately for me) there was a menu item on the previous seasons menu that was Elk Strip Loin cooked in Duck Fat.  Those are two of my favorite things brought together in what sounds like one incredible dish.  I wish I had had the chance to try it, but it was off the menu by the time we visited.\n\nWhen I called ahead to let the restaurant know that we were running a few minutes late they said it would not be an issue and were very accommodating.  When we arrived, we were taken to our table right away.\n\nAs I mentioned already, I had gazelle for my entr\u00e9e but it was a tossup between that or the Wild Boar Stew.  I ended up choosing the gazelle in the end mostly because the boar was a stew and I wanted something more substantial than that.  My wife had a steak and she was a little disappointed in it; she said it was just a steak and not very special.\n\nAs I was browsing Cork's menu while writing this review (a few months after having visited), I can definitely see what I would order if I were sitting in their dining room right now.  They have a rabbit risotto for appetizer and a mustard crusted wild boar entr\u00e9e.  This time, I wouldn't consider anything but the boar!\n\nI'm still not certain what it is that makes me so hesitant to return to Cork.  Perhaps it's the price?  Cork is not an inexpensive restaurant and, for the cost, maybe I'm leery of going back.  I would go back - Cork is definitely not a restaurant I would avoid, but I guess I'm not anxious to go back... but looking at their menu does make me want to go back.  I'm conflicted about Cork.",negative
"I'm keeping this short, due to the fact that  all I had was a carne asada burrito.\n-rice was ok, pretty bland\n-beans were good, just salty\n-carne asada was good, also salty. \n\nI would have ordered again from this restaurant since it's close to work, and they deliver until.....\nI got food poisoning!!! Unfortunately I still haven't fully recovered and feel nauseous everytime I eat something. I wish I could give negative stars, instead I'll NEVER eat here again, and would urge the same to anyone reading unless you'd like to lose 5-10 lbs in a week.",negative
"i'm biased (friends with the owner), and having been recently transplanted within walking distance of \""the diner\"", i couldn't be more pleased. the weekend staff (i haven't been on a weekday in a while) are always alert and attentive (which means a full cup of hot coffee).\n\nthey have huge portions (i never finish my omelet), and large cups of coffee. the bomblet is my fave; it's a mix of melted swiss cheese, basil, onion, mushroom, and tomato. or you can grab an egg sandwich (with a slice of american), or a huge fresh-blueberry pancake without breaking the budget.\n\none thing that can break an establishment is the lack of consistency, and the diner will never be in jeopardy of that. no matter who's cooking, your omelet will always be the same.",positive
We love this restaurant! My favorite is the veggie tacos and the rice. My husband loves the Black Chile and the fajitas and the bar is a great place to meet up with friends.,positive
"This state street whole in the wall offers a vast array of two kinds of dumplings-meat or potato.  I get half-and-half.  Spicy or not, free bread, drink and sour cream for five dollars.  One thing, done well.",positive
"Definitely a good place to go if you're just escaping Marquee. And I know you just got out from the horrendous stairway, so now you're suddenly starving. The sweet smell of cheese and tomato sauce isn't helping, just follow your nose and it will lead you to the secret hallway to the place they call Secret Pizza.\n\nIf you found the secret because the line is a mile long, sorry it's going to feel like a century to get in. I would avoid it between 12-2am, but they close at 5, so get your timing right! You can always call for a whole pie. The prices are pretty cheap for Vegas.\n\nFor those not staying at Cosmo, it's great because there is plenty of seating outside.",negative
"Great, fun bar when you're in Vegas - incredible burgers and tons of good beer choices.  Started with the bacon wrapped shrimp poppers - fantastic dish!  Half of a jalapeno with a big shrimp tail placed inside and then the whole thing is wrapped in bacon and deep fried.  Fantastic variation on an old classic!  We also had the busted meatball nachos, an odd combination - sort of thick \""cheesy\"" tortilla chips with crumbled meatballs, marinara sauce, and melted mozzarella.  Tasty but probably wouldn't order it again.  Moved on to the All City burger - a work of art! Very nicely cooked burger on a very nice pretzel bun topped with bacon, TWO kinds of cheese, and a fried onion ring ... are you kidding me?!\n\nGreat place to hit, especially if you're milking a hang over from the night before.",negative
"This is a good budget-eating place if you gamble away most of your money. It's a food court, but not as cheap as the ones you find in malls. Ofcourse, the food is little bit better than that. I do frequent this place if I'm here longer than the customary holiday weekends. The line here can be slow moving at times. Even after I placed my order, I've had to wait several minutes longer than I envisioned.",negative
"I was really looking forward to experience this restaurant . Reservations are hard to get and I was super excited when my date and I were accommodated last minute for the first seating. The staff is super nice and the decor is cozy and trendy. We were really disappointed with the meal. The foie gras appetizer with blueberries was delicious but the piece was very small and the brioche on which it was served was too large and hidden by salad so it felt like you were having brioche with a taste of the foie gras. My Stake Diane had delicious sauce with pickled celery but the meat quality was too hard and fibrous. Our other meal was Cod, very nicely presented, a nice portion of good fish however both meals were way too salty and left us quite disappointed . Once we left the restaurant we had to immediately search for sorbet to cleanse the palate.. It's a great place to have a drink and oysters for the ambiance and service,  perhaps not for foodies.",negative
Double coupons!\nOpen 24 hours!\nFamily owned super-regional chain! (as opposed to the monster tha is Walmart)\n\nThe prices are fair. Lots of specials & promos.\nThe store is clean.\nGreat produce.\nAwesome deli & salad bar.\nHelpful employees.\nQuality is above and beyond most of the area's grocery stores.,positive
"This place is really good, I like their house Fried rice and its big portion size.  Oh they have the most awesome fried dumpling, my mouth is drooling just thinking about it. I normally order there at least 2 to 3 time a month sometime to go or eat in.",positive
"In the months following its opening early this year, I have heard nothing but good things about Chocolate & Spice, and have since then been on the edge of my seat to try it out. The elegant decor was the first thing that caught my eye and the classy touch to its color scheme had me peering inside every time I passed by for church at St. Joseph Husband of Mary. \n\nToday, I finally got a chance to try the bakery out with a galpal and soon after I got in, almost immediately hopped to check out the cute little creative goodies. There were truffles that started at $1.50 each and pastries (including creme brulee and this nutella cake bomb thingamagigy) that cost about $3.75, both excluding tax. Be ready to indulge yourselves in some high quality sweets but don't forget to pan your gaze to the right of the bakery wall where the menu items are listed in colorful chalk. Why? Because they actually have lunch/breakfast specials that range between $6-8. My friend ordered braised chicken with vegetables and aromatic rice while I got a pastrami panini with fontina cheese, caramelized onions and cranberry. Both orders were classic, savory & tasteful, and if you're especially hungry, opt for the latter because its size is merely an illusion to how filling it actually is. \n\nI found myself spacing out a number of times to the aesthetic atmosphere the bakery brought. It had some familiar, classy tunes playing in the background and I found it adorable how everything was neatly arranged, from the napkins to the water dispenser (which had oranges in it!), to the artistic couches and beautiful displays. Even the Christmas tree and bathroom were color schemed to the familiar purple, green and brown flowery swirls. I think I might've knocked my head somewhere and went to heaven!",positive
"I contacted AV Vegas to get a quote for a mobile gig.  I told them exactly what I wanted, including model numbers of speakers as I'm knowledgeable about audio.  No matter what I asked them, they wouldn't give me a quote without a phone number.  Don't ask me why.\n\nI can't say anything else about their business because I took mine elsewhere.",negative
"A couple friends and I recently stayed at the Monte Carlo for a few days. And I must say that i definitely expected better! From the outside it looks pretty descent, the room however was a disappointment. From some sort of stains on the sheets (it almost looked like mold but I really don't know what it was) to stains on the towels in the bathroom. There was even a dirty pad behind the lamp desk! How disgusting is that??? The walls are paper thin because we were woken up in the wee hrs of the morning to our lovely neighbors getting it on. The room was small and dark, outdated furniture...the list just goes on. Overall, we were just disappointed with the Monte Carlo as a hotel. On a positive note, they had this little restaurant inside called \""The Cafe\"" and it had some yummy food! And really good deals during happy hour! However, we definitely won't be going back whenever we visit Vegas. The Rio was a MUCH better stay. Bigger room, cleaner bathroom and just better atmosphere in general. They were even cheaper. The Monte Carlo just takes advantage of its location on the strip, which is a good location (probably the best thing about the hotel). My opinion, try other hotels.",negative
"Get a half yard of the 44 Magnum (190 Octane + Hurricane) for $12 plus an extra shot for $1 more! I noticed the last two times I went here, the extra shot was 151!!! Explains soo much...\n\nJello shots here are only $1!\n\nHalf yard refills are only $9! This is the best [drink] deal in Vegas, in my opinion! I usually don't need to buy any other drinks for the majority of the night!",positive
"Great food, good service. Crowded due to popularity, so not as intimate as desired.  Not the choice for a quick meal or dessert, but would be great for leisurely dining and dessert in the evening with friends.",positive
"Surprisingly tasty.  Who would have thought that tater tots on a burrito would work?  They do, quite nicely on the Hungry Hippie.  The husband had the High Roller and he was quite happy with the steak, but particularly the bacon was not cheap bacon, which is always a bonus.  And the hot salsa/ sauce (as it is a bit on the chunkier side) is actually pretty hot with decent flavor without singeing off the taste buds.  The space is small but apparently they deliver so if you're nearby, then you don't have to worry about finding a space in which to enjoy your yummy deliciousness.  They are open late hours, which is also a bonus.  Pretty sure when we return to the area, we'll be seeking out this little spot for a meal - good stuff!",positive
"Nice-looking building from the outside, w/ beautiful views of one of the man-made lakes nearby.  I really enjoyed the walks I took in the park that this branch is located in.  Using the library though, is another story.  In the times I've visited, this location was either closed or full of noisy children and pre-teens who ran in and out of its doors unattended and people of all ages who talked loudly on their cellphones.  The computer section was always crowded, and I could never find a seat to use or an empty table void of backpacks and other items left there by their absentee owners.  I'd say that, for the most part, this library looked and sounded more like a coffee shop (there's a section where you can purchase coffee and some pastries) than a quiet library where one may hope to do some productive work.\n\nThere was a good-sized selection of CDs, DVDs, and books-on-DVDs, which I used a couple of times, that allowed you to place holds on-site and online, and this service was fairly prompt at notifying me of the availability for pick-up, but I quit using the services when my hands, and anything that the items touched, started to smell of body odor from the previous users that handled them!  (I think that many of the handlers carried the items under their armpits as they walked back to the library, which I'm sure we've all done before w/ books and other items, but think about it-- we do live in the middle of the desert, and bodies do get hot and sweaty...)  No matter how many times I wiped the items down w/ sanitizing cloths and washed my hands w/ soap AND sanitized them, the odor wouldn't disappear!  Utterly disgusting, and I'm not exaggerating!  Don't believe me?  Pick up a DVD or book on your next visit and take a whiff...  Don't say I didn't warn you!!\n\nCome for the relaxing/energizing walks and views around the lakes.  There's even a playground or two on the other end of the park for children to play in, and many picnic areas w/ grills and tables to use.   You can even go fishing!  [Just don't expect to eat what you catch, though-- the lakes are contaminated w/ toxins and algae (there are signs), and I've seen more than a few floaters and dead small animals bobbing in the water.]  If you plan to walk all of the paths, make sure you have a friend or two accompanying you, esp. around sunset, bec. there's a specific location that only has one entry and exit, which could become dangerous-- if someone's stalking or following you w/ malicious intent, well, you're S.O.L.  \n\nI hope your experiences at this library turn out better than mine!",negative
"I like the extensive option of crepes fillings ranging from more hearty items such as eggs and sausage to different fruits and chocolates. I opted for the crepes filled with white chocolate and raspberries and really enjoyed the pairing. Next time, I'll probably choose to have the whipped cream and walnuts to add a bit more textural contrast.\n\nTo summarize a few reoccurring comments from other reviews and from my personal experience: 1) Crepes Parisiennes has short hours, so you should check the hours before you go; 2) they accept cash only; 3) follow the simple rules.",positive
"Food Is amazing. Went with another and ordered the Namaste special meat option for 2, and it was more then enough for the both of us. The waitress/Owner was more then kind, and even sang for us. (Quite the Multi-Tasker : ) The flavoring was exceptional, and the Lassi was good and thick. 5 stars!",positive
"This is honestly the best time I have had in Vegas by far! If you are looking for a fantastic pool party then look no further than the (in)famous Wet Republic at MGM!\nMy tip for this place? Either prepay tickets, get on the guest list, win the lottery and buy bottle service or turn up early.\n\nMy partner, his friend and I first tried to get in on Friday 4th July to see Afrojack play and the line was absolutely ridiculous! We got told the club was at capacity and would have to wait 5 hours for even a chance of getting in. Wet Republic opens at 11am and we got there around 1/1.30pm so we decided to try again on Sunday 6th to see Tiesto.\nThe next time was perfect! We arrived at 10.45am (we stayed at MGM so we were allowed to access the pool early), queued up and got in with minimal wait time and no issues. We found a little spot on the side of the pool and we stayed there all day, taking it in turns to mind our belongings. It got absolutely CRAZY and everyone was definitely having a good time although drinks are super expensive- on the plus side they are ridiculously strong, especially when you get the $38 yard glasses... they'll keep you going for a while.\n\nBe warned, if you are body conscious you may not enjoy this club until you get white girl wasted as the staff members are all absolutely gorgeous and the hostesses have the bodies of Greek Goddesses. The majority of the club goers are also stunning with \""perfect\"" beach bodies and expensive looking swimsuits, there is a reason this place is a favourite amongst celebrities.\n\nDon't let it get you down though, it is honestly so much fun! The staff and all involved (in my experience) were super friendly, good fun and just wanted to dance around in a pool sipping drinks.",positive
"My wife and I joined friends at Ohjah Japanese Steakhouse (Blue Diamond and Decatur) recently. I was a little hesitant about the restaurant choice because I've never had a taste for sushi, but the majority rules, so I agreed. It was the night before New Year's Eve, and the restaurant was pretty much filled. Chefs were putting on shows at many tables. Patrons were clearly enjoying themselves; the restaurant was buzzing with laughter and excited chatter. Our service started off a little slow, but soon we had our appetizers. Everyone in our group had sushi; mine, thankfully, was cooked. And it was very good! Between the delicious appetizers and the salad, I was enjoying myself in spite of my earlier reservations about going to a restaurant known for its sushi. I could have left at the point and been very satisfied. \n\nBut then the chef - I believe his name is Van - came over to our end of the table and started an amazing display of acrobatic and culinary showmanship that was a joy to watch. He introduced each element to us and was soon flipping things into the air and even flipped a cup into his hat all the while keeping a fast beat with his cooking tools. Fascinating to watch! The scallops and shrimp were excellent, and the vegetables were cooked and seasoned to perfection. But the standout was the steak. The most tender and flavorful steak I've had in years. Melt-in-your-mouth with no fat or waste at all. And we had more than enough to take home for leftovers. \n\nWe left late, and as the chef and then the waiter cleaned the table, we asked what they were cleaning with. Lemon juice, they said - no chemicals. That impressed us. And he said they would clean it again the next morning. Overall, we were very impressed. Delicious food, very clean restaurant (even the restrooms were immaculate), friendly service and a terrific show, too. The Ohjah at Blue Diamond and Decatur is definitely worth revisiting.",positive
"Stopped by for dinner after going to the Phoenix Zoo.  This was a great find!\n\nWe had two large thin crust pizzas and orders of bbq and hot wings.  The pizza crust was the thinnest I've ever had and it was wonderfully crispy.  The toppings were great and fresh parmesan tossed over the pizza after it was served to the table made it perfect.\n\nThe hot wings were some of the best I've ever tasted.\n\nOutdoor seating in the courtyard was neat with overhead heaters, but we had a party of 10.  Long wait for outdoor seating made us decide on an inside seating.  It was still great, although I think the outdoor seating would have been even better.\n\nThey don't take call in reservations, by the way.\n\nGreat service, great food.  We'll go back again for sure.",positive
"This isn't a club so don't expect a crazy scene. However this was a good place to start. They had 2 for 1 drinks specials at 9 pm and had the sweet 16 games playing in the background. Yes it gets a bit crowded, but then again the clubs don't open till 10:30 so everyone came here to pre party. I would come back to kick off the evening.",positive
"Great service, being a soccer fan they really knew how to put on a party while also showing the world cup on their millions of tvs!",positive
"If El Pollo Locos chicken is good, this is way up the there!\nSmooth to the throat, and tastier!\nMust say, one if the best fast food chicken I've eaten!",positive
the waiter was excellent... Tooooo bad I couldn't say the same about the food. Flavorless and dry.,negative
"Went in after finals to have some drinks and listen to some music. We were really hoping for some food, but I guess after 10 on a Friday night is just way too late. So we got some drinks, which were oddly expensive. $7.50 for well drinks? Come on. \n\nBut the absolute best part of the night was when our two male friends started dancing with each other and were immediately pulled outside by the bouncers to be interrogated about what state they were from, how much they had to drink (none at this bar, thankfully), and were then told in a less than subtle manner that they needed to leave. \n\nConsidering how raunchy some of their other straight patrons were getting with their dancing, I can really draw only one conclusion as to why two men were asked to leave, just for dancing together and nothing else. So thank you Toby Keiths. Thank you for re-enforcing everything I knew about Toby Keith and Arizona in general.",negative
"We love this place!  My two kids have had multiple birthday parties here.  We started going to Stratum when my daughter was having her 9th birthday, and last year we took my daughter's entire court (from her quinceanera) to Stratum for some laser tag fun.\n\nThe prices are fair.  I usually spend a little more than I would like, but you do pay for the quality.  The food is actually pretty good, much better than Peter Piper Pizza or other places where you have fun, food, and games.  \n\nThe service is outstanding, comparable to Dave and Buster's which is much more expensive.  It is nice to know that you have a clean place, with servers, and someone coming in to help serve and clean up.  We usually had our parties in our home, so it was nice to come out and have people help serve and clean while you sit around and relax!\n\nIt is a great place to come for some decent food and lots of fun for kids of all ages.",positive
"fun vibe, and great food. I LOVED my chorizo scramble. Scones and morning buns are amazing. Good coffee. Only disadvantage is you have to go downstairs to get your drinks refilled.",positive
Oktoberfest happens here EVERY night.  It's loud -- when we went there was a band playing louder than a WHO concert -- and the beers were flowing.,positive
